PC1,PC2,description_index
4.369652611081973,6.604920780679536,168
4.953883368202517,6.727309372548233,169
4.256204078290086,6.142884869816023,170
7.604856383795567,6.383795170065885,171
6.207694176082118,9.546454396239042,172
4.689323291106941,6.585460616016618,173
-2.7350412521778455,-1.4243817087826152,174
-2.915100367191174,-1.5520272399744253,175
-2.8454317191422778,-1.5371721299828611,176
-2.915100367191174,-1.5520272399744253,177
-2.850253846833745,-1.4836210881891574,178
-2.915100367191174,-1.5520272399744253,179
-2.915100367191174,-1.5520272399744253,180
-2.6894081677187613,-1.7327223792224808,181
-2.915100367191174,-1.5520272399744253,182
-2.915100367191174,-1.5520272399744253,183
-2.915100367191174,-1.5520272399744253,184
-2.915100367191174,-1.5520272399744253,185
-2.915100367191174,-1.5520272399744253,186
-2.9546258410672928,-1.5209081250967202,187
-3.13193075045331,-1.6377443277648116,188
-2.718373953813905,-1.6876197435416247,189
-3.13193075045331,-1.6377443277648116,190
-2.9516210087448376,-1.5190854846905684,191
-3.13193075045331,-1.6377443277648116,192
-3.13193075045331,-1.6377443277648116,193
11.462908797581486,9.595245709046877,194
2.5072961529516893,1.5767259693165865,195
10.18017541885178,6.395415884661767,196
2.1550092205274205,1.7377900783185798,197
10.25528122508375,4.715272667690912,198
0.8104378027217377,0.753701876282369,199
12.559685541209365,5.768727557984433,200
9.787710257538155,6.94724773990604,201
10.519149701971356,9.36688157886013,202
10.10106016859729,7.365327760596531,203
6.823959138824161,4.823508809997415,204
7.800464147242396,1.9103396423355488,205
6.997130839676124,2.3988022423842943,206
9.385117404735292,4.748339949573519,207
7.372803951969842,5.142876636376217,208
8.618062134301843,5.500203457522862,209
6.232863379033083,5.42526989787677,210
9.638236459032928,3.492885826669329,211
11.790768035302813,7.169053938541355,212
10.28975603114196,6.501003870501917,213
1.8611297249072585,2.467568265592678,214
1.8810780340925721,1.9340544577707564,215
1.7757018438962546,2.4887119840705587,216
2.1700969223149285,2.725448248804841,217
1.9171094577356493,2.426940318929323,218
1.5585216347287594,2.1900818099105597,219
1.8201987926600347,2.330106221344983,220
1.301247046473976,2.1652552045168076,221
2.9929793418347574,3.326922909173043,222
2.1069030795636374,2.484685203788863,223
1.4215167886185098,2.2538578537555005,224
3.3322930655060117,3.091549070555523,225
2.698469425619741,2.8373828020702083,226
2.7240801655633113,2.70243049540062,227
1.7768912495406042,2.3293941928452195,228
2.0476886854131426,2.504015039123952,229
1.740032789611268,2.2816567629856497,230
2.1121668846817956,2.716466319250402,231
1.698761181114316,2.4607736745403943,232
1.5015311206280149,2.3388617435204053,233
-1.5307804570372299,-0.8579145220143737,234
-2.030058880465974,-0.8550842914058733,235
-2.1731874323368574,-1.4822385604331014,236
-2.504064790364802,-1.3508136110294984,237
-2.1081781287852035,-1.4649145982472047,238
-1.2226434717534158,-0.990855401313132,239
-1.8310017745910956,-1.2827440700517938,240
-1.5088026976385949,-1.3712876939939311,241
-1.9158352245573114,-1.0353623152771454,242
-2.2928138457647784,-1.65577276647034,243
-2.2943322391327756,-1.2570048241058338,244
-2.2943322391327756,-1.2570048241058338,245
-1.5928667584499214,-1.0523602960734626,246
-1.7719632550286757,-0.35470658120368226,247
-1.668342601323026,-1.1703271011811411,248
-1.8448035546118282,-1.0906864773986389,249
-2.147347246816728,-1.3909121119114205,250
-2.59360809536509,-1.3604154946253184,251
-2.470141441991114,-1.2687830786239316,252
-2.4467810891906954,-1.1302882547281452,253
1.656630167230691,2.5605639478087783,254
0.4256393632889249,-0.34740411624845946,255
-0.03733761932801655,0.4332803323457069,256
0.5558786217624178,1.3469286819927229,257
-0.11706426933314683,0.45884869565311626,258
0.41474234883466515,0.8418700719268783,259
-0.5536093997712516,0.24547880560120272,260
0.8054662028645992,0.9187686100864282,261
1.2141070404709773,0.7808689079096068,262
-0.0853497813925428,0.5429134809921516,263
-0.3680845297937683,0.5021943819290758,264
-0.2483855428326459,-0.1022606782273161,265
-0.041474041719771926,0.26755737780383415,266
0.6015397084668797,0.958499605676945,267
-0.016250446012646663,0.5660296752708777,268
2.746572665655558,-0.0034690497206445983,269
0.5503562265250506,0.9032793022680644,270
-0.02821493184851545,0.42118715137148005,271
1.7246854814279933,2.275455107956799,272
1.201623951988956,1.5174570649913874,273
-2.234904668651446,-1.0260331918070638,274
7.37031013666528,0.007069660595458773,275
2.52098860024471,1.1410838229755627,276
3.6796427086255292,0.22667473920041262,277
3.4131286195834147,1.58089665039674,278
8.490422611023314,5.465967699119039,279
9.579931982758103,2.0503793052349737,280
12.320687399776377,2.161030732165203,281
-2.382780004364426,-1.503243464420413,282
8.197236721837639,-0.20889279009562067,283
6.282627902809761,2.612161665201901,284
2.6522112000195213,0.5133378991042952,285
6.583648761449529,2.216433447140767,286
3.8409956855742,1.9148371329104046,287
-2.307576947583109,-1.1699407393512127,288
5.700006386659083,-0.5653109150587264,289
9.542117608767098,3.5771098418445657,290
10.730248293060416,1.18954540998557,291
7.704723415492043,3.402111049015163,292
-2.0046538609158193,-1.5549196187705991,293
-2.1908561285813453,-1.114287612741796,294
-2.164909347631081,-1.0604597366879025,295
-1.7572354576552747,-0.7611735346206067,296
-2.361794346970295,-1.1165012027952017,297
-2.118494355470122,-1.4379567664087016,298
-1.9719059640399428,-1.3561694409801757,299
-1.8857982500917252,-0.9663485810098867,300
-1.7924145699828924,-0.7764092354379927,301
-2.2559726214614413,-1.2287557608626065,302
-2.5980320789992337,-1.3577885974030752,303
-2.395300417913421,-1.1909607309600556,304
-1.2280074787771664,-0.3415649782749417,305
-2.373587025320931,-1.1649902680986588,306
-2.043856629110456,-1.2145470810282932,307
-1.458189615951161,-0.1801806729946404,308
-1.5578939867336439,-0.6477037098343027,309
-2.2762453055969676,-1.3126154864078778,310
-2.559460077049112,-1.2726608313079895,311
-2.2192977869256825,-0.9861581890666952,312
-1.9363647856574364,-1.0377531670335516,313
-1.4068168190232933,-0.13402785324064873,314
-2.082262389994691,-0.7377542956724031,315
-1.2904036605363516,-0.5168288787039715,316
-1.5139390595081645,0.03794880191107859,317
-1.6981042331780174,-0.43219920293458314,318
-1.8755199758334644,-0.499757972452881,319
-1.866855027150708,-0.6741950795678792,320
-1.7313018138875147,-0.5685344961600114,321
-1.1624532532731202,0.29134283982328485,322
-1.6679933860767655,-0.3000429375034016,323
-1.661015352076377,-0.4130706781098108,324
-1.9112370737363917,-0.8081872295618353,325
-1.877960953268355,-0.6948407477028364,326
-1.5007516022084368,-0.30903521957917973,327
-1.4994175649798247,-0.682373273090179,328
-1.5508046880877422,-0.2758484939345924,329
-1.0314937748337725,0.3155306905361181,330
-1.3879666842509268,-0.14036846391797983,331
-1.574216546425036,-0.33671881991385133,332
-1.91951960798563,-0.5503992271271427,333
-2.470762194434029,-1.3011355894376686,334
-0.8333260359319096,-0.5912765114010862,335
-0.8333260359319096,-0.5912765114010862,336
-1.2620093691644572,-0.4476817684946743,337
-1.2620093691644572,-0.4476817684946743,338
0.8121127714961683,0.9200925362369738,339
-0.6257442199060083,0.577439783591309,340
-0.6257442199060083,0.577439783591309,341
1.4036362740197221,0.7817772363900779,342
-1.7242590191272351,-0.2520208884664907,343
-1.7242590191272351,-0.2520208884664907,344
0.24962247940516913,0.7090497997150214,345
0.009812972727517891,0.6741148679917037,346
1.4717941582182752,1.1935665447259916,347
-0.18671303336406397,-0.09681757730681512,348
-0.6365083621253259,-0.2368257450397669,349
-1.1732654236504174,-0.07873942165847309,350
-1.5432588621910155,-0.12718649544384614,351
1.1023073539045507,0.11419258451374857,352
0.801077752832301,0.04744404342083673,353
2.1649183525108664,1.4941215664484766,354
0.130324228449002,1.367177597840892,355
3.325372142091094,3.929415607552167,356
6.900544386301743,4.330659792548713,357
0.9551562683569904,1.029762904532537,358
0.288644161682929,-0.622034551369155,359
5.781387076344071,7.4893638609488935,360
6.3254124273930445,3.021594255940246,361
-0.9898130889844424,-0.6425991572628511,362
6.396122338796783,5.505831767556376,363
4.6521578330444875,2.8195303813724757,364
0.6363524170479689,0.34147802622754914,365
4.159199973195256,4.4725775376505466,366
2.6509207545392464,3.556374296630876,367
1.4179937914710747,-1.405835261412746,368
3.798473396322338,3.0399944858427443,369
5.096266427255824,3.660121430022339,370
0.15569791892181076,-1.2043671943264593,371
4.240930155751065,1.7553594696814179,372
5.3791213712257875,3.9590097951175283,373
-1.5087892720234686,-0.7853839565943845,374
-1.7102042679611287,-0.8192735515135612,375
0.8615460184732127,-0.48265542469086836,376
1.1787446598637914,1.0975094637524916,377
2.380942093527861,3.0679429346501617,378
-0.5365693846418653,-0.1478337319136494,379
-0.054358170989478594,0.22543384510249184,380
0.43294450629346415,0.39223902248083403,381
0.01481650894480551,0.43636688361427584,382
0.5092606861052131,0.642042867319006,383
-0.5185493454753115,0.08903694449035814,384
-0.6746510498135851,0.39620153678766257,385
0.10786683096946137,0.9210546835433439,386
-0.24195373051546154,-0.09457230356549604,387
-0.4366934415408397,0.2732043595310432,388
2.9544412094103256,1.86968737643366,389
0.2754879791945895,0.4141670997745293,390
-0.09979242829663819,0.0918496284055404,391
0.5386886321155235,1.2418638078796362,392
-0.22926075408500163,0.016518499792702753,393
5.040589415027105,4.71548701508523,394
4.700258923342945,2.9094248865743615,395
4.352945352199931,2.6182888356455005,396
8.202659866017578,4.212679721548585,397
3.151488975614296,1.5155354563832306,398
4.247604899492125,3.766429306092844,399
4.380796361392785,3.783559786077981,400
4.287966970672963,2.460920354013614,401
4.000357121939765,4.077813197915377,402
3.4314329004696438,4.211841358674432,403
4.945144558127137,2.9850289729693715,404
3.655899263697674,2.187122954537799,405
4.699530932133107,2.91184419294184,406
3.085190545221752,1.8916870698998205,407
4.584354366468067,3.8811672588513626,408
3.445578917583706,3.9460717693005316,409
4.817218823014386,2.635533937957095,410
3.004923760815158,2.5837095820587734,411
6.301183379498088,3.9612648169155995,412
4.595158229069803,4.624239523451333,413
-1.7613768236679028,-1.668083313666304,414
-1.5531735480767075,-1.247013396911121,415
-2.617950277658604,-1.5187645474075417,416
-2.6521043778680715,-1.3802355279348675,417
-2.463873466031311,-0.9989860102405367,418
-2.401732995580724,-1.2900320743550753,419
-2.447617918736862,-1.368233831683412,420
-1.4859390948937767,-0.9041631033614843,421
-2.514075684179186,-1.1378438653045544,422
-2.2930182076649843,-0.6865607603793563,423
-2.2930182076649843,-0.6865607603793563,424
-2.4827367776669687,-1.4579166541914013,425
-2.360942982355465,-0.844783061452336,426
-2.5545856790725736,-1.5044601687392967,427
-2.528056671499808,-1.5002890645228095,428
-2.1652940253023916,-0.5656884350821133,429
-2.5322293568977923,-1.271007292279377,430
-1.9206279189012085,-1.8167389326035246,431
-1.5639078203499484,-1.5802217386236814,432
-2.2171356562836846,-0.9386491157375918,433
3.477852058793321,3.669390175886841,434
1.8147330236725758,2.016432951569768,435
0.4271433932336128,1.7825363646898993,436
2.388916383734244,2.2630226848720563,437
3.713605374459921,2.9441409160625276,438
1.552743846165661,1.5467777850444346,439
3.3060809981315793,2.8826415874419182,440
4.666819419643547,2.536996005959561,441
4.993218001591338,4.207366186639675,442
2.0851464893784253,2.6016300795811294,443
2.3668613099597224,2.278611256020614,444
2.5228652426118123,1.1114552079109328,445
2.233426287230925,1.7751829813122701,446
1.4240636353342941,1.8998768256233431,447
1.498312167315141,2.101197853026535,448
2.5343475204106154,1.3927591518302418,449
1.9053462604772284,2.1962102560119274,450
1.440888222642847,0.7673667916403915,451
1.2934548359053515,0.8705929520821385,452
-0.09992118206192636,0.37776772944781734,453
1.6739603824258484,1.8778831800333462,454
2.310446972565787,1.3449356224765947,455
2.588509681931331,0.6725657435518908,456
3.5598655861082724,0.5643761699134779,457
2.633203449135533,1.397399936338592,458
2.938216050491762,0.11579383559972649,459
1.3481825297105232,2.6519148966505366,460
2.1914023280348514,2.0308260471976505,461
2.878941633745763,0.9446349634735736,462
3.2474635976449453,0.9063638287165563,463
1.42267598501105,1.2954471777053562,464
3.198481895106865,2.770870390102871,465
2.288417306553526,1.3191682335088464,466
1.7473024611197816,0.8141369559882223,467
2.2413559011726236,2.4106162428099993,468
0.6084587813581823,1.416522537850487,469
2.471048895249615,-0.19121767857616673,470
1.2528149034662712,0.16090739635400464,471
1.15645480820314,1.2065790315704763,472
1.1692898105852185,1.2076375555264438,473
-0.3721382344398914,0.18565982176060278,474
0.5045746914212375,0.757673067830727,475
-0.9077736740358184,0.2968578751293666,476
-0.4721448871449916,0.07444584858068265,477
-0.5100883985008111,0.51064263484581,478
2.3137090353946825,2.6863832931611515,479
-0.7833984205209107,0.7008453012071715,480
0.24298128557196094,0.5688051797633639,481
0.336703436388925,1.0139689191360064,482
-0.7791941012957533,0.26762976712855574,483
0.05682672251659185,0.8291954966360541,484
-0.02553164466387175,1.191505112287963,485
0.3081550399854268,1.0070686261498734,486
-0.7971351303196597,0.804536947368187,487
0.013665024486024094,0.538862913369327,488
0.6579882568359634,2.436349097667951,489
0.430213678258849,0.8461327924797443,490
0.3379203844941634,1.4773017659644183,491
-1.0966976939300912,0.1798680296109592,492
-1.3677281009435085,-0.25635303147154426,493
-2.031385293541217,-0.2940613656084821,494
-2.4182403543723154,-1.1812149422786566,495
-2.8059999609781796,-1.3799459733454562,496
-2.5261196497855773,-1.208134442069315,497
-2.6685557445218304,-1.1074264685963575,498
-2.1538238154595706,-1.0282171203293762,499
-2.2092617199072295,-1.6177512787250512,500
-2.57563985137026,-1.3028065664371502,501
-1.619225816139993,0.10198598356860286,502
-2.594582017270095,-1.5559194826948903,503
-1.9779959701679546,-0.9472036842856241,504
-1.0825617578359077,-1.8147406607970324,505
-2.031385293541217,-0.2940613656084821,506
-2.2297934234875383,-1.0221315970532132,507
-1.9854225339962301,-0.9879122668473729,508
-2.3481300555445817,-1.2385513299575683,509
-1.9734578217858822,-0.2579481242484696,510
-1.762263001714889,-1.3436192367370294,511
-1.408076972469588,-0.7376180588025184,512
-2.404700904080095,-1.127440098128093,513
-2.867730426038026,-1.3298997394910343,514
-2.867730426038026,-1.3298997394910343,515
-2.867730426038026,-1.3298997394910343,516
-2.867730426038026,-1.3298997394910343,517
-2.867730426038026,-1.3298997394910343,518
-2.867730426038026,-1.3298997394910343,519
-2.867730426038026,-1.3298997394910343,520
-2.867730426038026,-1.3298997394910343,521
-2.867730426038026,-1.3298997394910343,522
-2.867730426038026,-1.3298997394910343,523
-2.867730426038026,-1.3298997394910343,524
-2.867730426038026,-1.3298997394910343,525
-2.867730426038026,-1.3298997394910343,526
-2.867730426038026,-1.3298997394910343,527
-2.867730426038026,-1.3298997394910343,528
-2.867730426038026,-1.3298997394910343,529
-2.867730426038026,-1.3298997394910343,530
-2.867730426038026,-1.3298997394910343,531
-2.867730426038026,-1.3298997394910343,532
-2.867730426038026,-1.3298997394910343,533
-1.3591055183933758,-0.40438368371106437,534
-1.0070897925020035,-0.023567651663325986,535
-1.8769450040707858,-0.6575738490946937,536
-1.0247947684264236,-0.13611037557715588,537
-0.9838963578921462,-0.12227063504852656,538
-1.3668082689857202,-0.6056127331000073,539
-1.7017192524646774,-0.869211110118403,540
-0.6296368157294048,0.061536305060008,541
-0.8277256708153081,-0.33118870024398,542
-1.4456698453734218,-0.3091250307926873,543
-1.2555784613121812,-0.7314263619302356,544
-0.9740949219901527,-0.8877014998616949,545
-0.19201064918632618,0.03175882923474087,546
-0.3525331169010392,-0.009490289111291557,547
0.1083054964879783,-0.09309246664663672,548
0.0652872413513989,0.1808052267100001,549
0.0852507418248876,0.2583877820798434,550
-0.7162557402471957,-0.22644967043675954,551
-0.60967562953722,0.18646547016552076,552
0.6568927996155991,0.5635895039370684,553
-2.041676699875875,-0.4705327902365797,554
-1.335921668556614,-1.1161379485969707,555
-2.4940101792805813,-1.3484008578393407,556
-0.25958192028428456,0.8392149824446754,557
-0.7977763713862334,0.19328875203391763,558
-1.3937375225673474,-0.3349974062770456,559
-1.0552762317091167,-0.2607233468344443,560
-0.15986782524414636,0.11768105631717825,561
0.03456618060057812,0.03523295248332098,562
-0.9158853807951643,0.22574988506877702,563
-0.6440233644911305,0.6976036260991976,564
-0.2773648143105239,0.5060925422684327,565
-0.503666441082735,0.038901444315600206,566
0.21278982990274778,-0.06439801828865031,567
-0.4540128038334014,0.33048423876426425,568
0.014158428279729796,0.4258527808451851,569
-0.23868913606603104,1.046730893182757,570
-0.7333953893250568,0.5782582922895575,571
-0.9347758088584006,0.17460653604586365,572
-0.6979311147894854,-0.19518209701287215,573
4.489319869445879,4.399416465675954,574
-0.2750176161830608,0.7627877651022276,575
1.290369557389606,2.086364702626517,576
-0.3049412448081711,0.7495729337417782,577
-0.7131922090946831,0.7508714803814267,578
-0.13508652975071722,0.9701670407045354,579
5.000761277134504,4.667461963013746,580
-0.26047752014944153,0.45677147947781155,581
-0.27796351601194097,0.28676155435339207,582
0.0774312423310547,0.9016270162892794,583
5.608618149842813,4.7299152081628435,584
-1.6784567455127892,-0.11138010014396332,585
-0.8462376980632034,0.7445386420940237,586
-0.20931284882916543,0.6545214011087783,587
2.494008468948335,2.0585391601168874,588
-0.4950829719554325,0.5222971625049799,589
6.214860592740383,5.901026099449084,590
0.608141348724784,2.220798589128277,591
-0.6165640422214091,1.0534491350781672,592
2.050862261870281,2.4652680208216378,593
-2.2714436482356426,-0.9229126959539765,594
-2.9131907101213987,-1.46015305490827,595
-2.9131907101213987,-1.46015305490827,596
-2.9131907101213987,-1.46015305490827,597
-2.9131907101213987,-1.46015305490827,598
-2.9131907101213987,-1.46015305490827,599
-2.9131907101213987,-1.46015305490827,600
-2.9131907101213987,-1.46015305490827,601
-2.9131907101213987,-1.46015305490827,602
-2.9131907101213987,-1.46015305490827,603
-2.848147823219284,-1.4744836694935315,604
-2.9131907101213987,-1.46015305490827,605
-2.9131907101213987,-1.46015305490827,606
-2.9131907101213987,-1.46015305490827,607
-2.9131907101213987,-1.46015305490827,608
-2.9131907101213987,-1.46015305490827,609
-2.9131907101213987,-1.46015305490827,610
-2.9131907101213987,-1.46015305490827,611
-2.9131907101213987,-1.46015305490827,612
-2.9131907101213987,-1.46015305490827,613
1.1595118248659648,2.0164693228498627,614
-0.06709348822443106,0.7028197486145029,615
1.9971895924845178,1.9909997618379371,616
1.5529732563070706,1.465098166032802,617
3.9593760960121505,2.949058523837798,618
3.234082395091516,2.507851201805736,619
0.8554462313320765,1.423571988405081,620
2.408299634813892,2.9643710134744454,621
3.8934458013838777,2.155519827349159,622
2.424251158416397,2.546559331410953,623
2.987077625256202,1.1862196384059442,624
-0.23050708113549895,0.2255072116849408,625
0.9509839839668177,1.3303339323949015,626
0.45679458575805004,1.315154589005692,627
1.3301798330797754,2.5471766894797496,628
0.4022526927442111,1.0428858967547687,629
1.9383937774900883,2.0671630211713405,630
3.5569385654989563,-0.5435568730811752,631
-0.9934410323895684,0.21898343159284697,632
0.25352660239122554,1.8501018531283673,633
0.39169036886890035,0.0793119895650109,634
-0.11737610425376238,-0.32090896907114547,635
-0.2948181020299534,0.004577496070563717,636
0.934132527843843,0.5881344461728018,637
1.159594156271066,0.28955049880324396,638
0.8382829302954747,0.22685559759235815,639
-0.30422716870161115,-0.33938535671354747,640
0.1821714517665695,-0.13649507689164117,641
-0.07806746813444183,-0.3957276985571318,642
-0.47440185489640124,-0.00583780939547897,643
-0.6184869047153543,-0.8067259186064443,644
-0.646843723962571,-0.20852846710687165,645
-0.17656902586827028,-0.8000427127708742,646
2.654395484210701,0.8559046079598054,647
-0.23815811434410297,0.05376304037095711,648
1.1927625636750818,0.6637541934162575,649
-0.8348912354464204,-0.48512603444095675,650
-0.3885963056576979,0.009070619764274422,651
0.028873920249322952,-0.19950096082559293,652
-0.7568008234193773,-0.2735657168342482,653
-1.1788950195908015,-1.2055164044433202,654
-0.174305533494734,0.18552703565229386,655
-0.8033737502577195,-0.2345137237501901,656
-1.3097006428590154,-0.5999898029502978,657
-1.3593472953103378,-1.0229503669947855,658
-1.0303512812164544,-0.7478690780876924,659
-0.8954095732966356,-0.18403663868749362,660
-0.5513581725643898,-0.13408159711541623,661
-0.6967242143194393,-0.8589959986578294,662
-0.13433698990007828,-0.16896865725121687,663
-0.5803008158110543,-0.40906605640490656,664
-1.2001192368096418,-1.0465278289583453,665
-0.8806517014021091,-0.6588899608554833,666
-1.277403650622907,-0.49382518975617223,667
-0.4843696780847601,-0.5527885759354721,668
-1.2124153961488078,-0.7691931944758131,669
-1.807795835647033,-0.8997196980500511,670
-1.6542588226898898,-0.3566697108973943,671
-1.4298914302264942,-1.1058616981633353,672
-1.9389056079072644,-1.096460188332698,673
-0.026505141378011784,1.456444880213529,674
0.06891491534275115,0.4052107964895559,675
-0.2673674904929101,0.6144408733331115,676
-1.267479073374122,0.30429661691740584,677
