Podcast Name,Podcast ID,Episode Name,Episode ID,Description
The Joe Rogan Experience,4rOoJ6Egrf8K2IrywzwOMk,"#2239 - Derek, More Plates More Dates",7C372b4EeygDWXSVlwci8W,"Derek is the fitness educator and entrepreneur behind the ""MorePlates, More Dates"" YouTube channel, podcast, and companion website.http://www.moreplatesmoredates.comhttps://www.youtube.com/ @MorePlatesMoreDates  Learn more about your ad choices. Visit podcastchoices.com/adchoices"
